sample.id	x_Cl.adj	x_NO3.adj	x_SO4.adj	x_Na.adj	x_K.adj	x_Ca.adj	x_Mg.adj	fe_Ca	fe_Mg	fe_Na	fe_K	w_Cl.f	w_NO3.f	w_SO4.f	w_Na.f	w_K.f	w_Ca.f	w_Mg.f	w_tot.f	w_tot.adj.w_CaSO4	w_CaSO4	w_tot.adj	w_Na.K.adj	w_Ca.adj	w_CO3.h
IRPA-009428	0.039993995	0.046708022	0.304355999	0.236530383	0.28593957	0	0.086472031	0.296087285	0	0	0	5.15E-05	0.000105109	0.001061126	0.000197354	0.000405748	0	7.63E-05	0.001897075	0.010902651	0.009512064	0.001390587	0	0.001390587	0
IRPA-009429	0.037319308	0.037253355	0.283618225	0.273125906	0.368683206	0	0	0.338819424	0	0	0	1.78E-05	3.11E-05	0.000366496	8.45E-05	0.000193904	0	0	0.000693733	0.007718361	0.006629593	0.001088768	0	0.001088768	0
IRPA-009430	0.012226187	0	0.334836184	0.293285964	0.330690738	0	0.028960927	0.240432728	0	0	0	3.37E-05	0	0.002497328	0.00052349	0.001003835	0	5.47E-05	0.004112956	0.015415328	0.013794118	0.00162121	0	0.00162121	0
IRPA-009431	0.009449033	0.009594832	0.331255795	0.294572583	0.323272639	0	0.031855117	0.319103618	0	0	0	2.36E-05	4.20E-05	0.002244421	0.000477647	0.000891471	0	5.46E-05	0.003733735	0.009524108	0.007972715	0.001551393	0	0.001551393	0
IRPA-009432	0.077047793	0.112682745	0.225026467	0.295117979	0.23558454	0	0.054540476	0.459037849	0	0	0	0.000201183	0.000514596	0.001592124	0.000499704	0.000678402	0	9.76E-05	0.003583643	0.003302254	0.002001113	0.001301141	0	0.001301141	0
IRPA-009433	0.102384898	0.084892158	0.208481962	0.184591686	0.419649295	0	0	0.780320416	0.046560345	0.005519002	0	7.28E-05	0.000105594	0.000401766	8.51E-05	0.000329146	0	0	0.000994455	0.001181012	0	0.001181012	9.18E-06	0.001130913	1.19766E-05
IRPA-009434	0.060420095	0.068384284	0.266436374	0.276746328	0.271095041	0	0.056917879	0.196305868	0	0	0	0.000207186	0.000410121	0.002475622	0.000615385	0.001025202	0	0.000133806	0.004867323	0.023372556	0.021512459	0.001860097	0	0.001860097	0
IRPA-009435	0.071588358	0.084140447	0.234017484	0.314449987	0.28229366	0	0.013510063	0.813705841	0.009306968	0	0	0.00011177	0.000229755	0.000990019	0.000318362	0.000486064	0	1.45E-05	0.002150431	0.002548345	0	0.002548345	1.08E-19	0.002530791	0.00E+00
IRPA-009436	0.030199106	0	0.372351323	0.170669478	0.249327911	0	0.177452182	0.146437758	0	0	0	5.42E-05	0	0.001812041	0.000198767	0.000493837	0	0.00021849	0.002777373	0.077674707	0.073811903	0.003862805	1.08E-19	0.003862805	0
IRPA-009437	0.036946407	0	0.353559621	0.175515394	0.2994069	0	0.134571678	0.139036605	0	0	0	4.77E-05	0	0.001238119	0.000147092	0.000426735	0	0.000119231	0.001978926	0.048385146	0.046105518	0.002279627	0	0.002279627	0
IRPA-009438	0.051170728	0	0.329593218	0.182101793	0.346013153	0	0.091121108	0.2646646	0	0	0	7.51E-05	0	0.001310369	0.000173262	0.000559893	0	9.17E-05	0.002210262	0.015811236	0.01410472	0.001706515	1.08E-19	0.001706515	0
IRPA-009439	0	0	0.366150634	0.174525157	0.360872308	0	0.098451901	0.14830069	0	0	0	0	0	0.001914795	0.000218421	0.000768092	0	0.000130263	0.003031571	0.067764371	0.064327884	0.003436487	0	0.003436487	0
IRPA-009440	0.0125103	0.01463123	0.347560515	0.167754711	0.36057864	0	0.096964604	0.286484331	0	0	0	2.04E-05	4.16E-05	0.001532043	0.000176966	0.000646901	0	0.000108141	0.00252603	0.011569067	0.010107699	0.001461367	0	0.001461367	0
IRPA-009441	0.040262446	0.064136589	0.321576971	0.26317573	0.137319281	0	0.173528982	0.381045541	0	0	0	0.000138857	0.000386857	0.003005138	0.000588571	0.000522286	0	0.000410286	0.005051995	0.05377772	0.044767364	0.009010356	0	0.009010356	0
IRPA-009442	0.046167127	0.068278001	0.285750167	0.218112338	0.295551613	0	0.086140754	0.526765784	0	0	0	2.91E-05	7.52E-05	0.000487296	8.90E-05	0.000205133	0	3.72E-05	0.000922819	0.00490562	0.003490293	0.001415327	0	0.001415327	0
IRPA-009443	0.049205407	0.049984057	0.28964025	0.206748476	0.337122131	0	0.067299679	0.427948837	0	0	0	3.74E-05	6.65E-05	0.000596764	0.000101944	0.000282702	0	3.51E-05	0.001120379	0.006298668	0.004983107	0.001315561	0	0.001315561	0
IRPA-009444	0.031503736	0.069405431	0.266060555	0.17827154	0.454758738	0	0	0.614359637	0.051771048	0.074867977	0	3.91E-05	0.000150835	0.000895826	0.000143648	0.000623191	0	0	0.001852646	0.001255981	0	0.001255981	0.000147447	0.001054638	0.00019244
IRPA-009445	0.032336334	0.050749942	0.277942483	0.079202259	0.559768982	0	0	0.669567776	0.032548992	0.085512088	0	3.31E-05	9.09E-05	0.000771068	5.26E-05	0.000632039	0	0	0.001579671	0.001371009	0	0.001371009	0.000170815	0.001165825	0.000222938
IRPA-009446	0.057864506	0.524835248	0	0.155513164	0.096387573	0.020311039	0.145088469	0.509980592	0	0	0	0.000690077	0.010946748	0	0.001202646	0.001267696	0.000273826	0.001186218	0.015567211	0.151873032	0.11312608	0.038746952	0	0.038746952	0
IRPA-009447	0.060644951	0.426409621	0.054709466	0.173017047	0.146981374	0	0.138237541	0.147815181	0	0	0	0.000314286	0.003864859	0.000768252	0.000581439	0.000840042	0	0.000491137	0.006860014	0.078513291	0.074410659	0.004102632	0	0.004102632	0
IRPA-009448	0.09960959	0.355217253	0.06758567	0.158645075	0.206531715	0	0.112410697	0.348005064	0	0	0	0.000184129	0.001148393	0.000338521	0.000190166	0.000421032	0	0.000142454	0.002424695	0.007382511	0.006095674	0.001286837	0	0.001286837	0
IRPA-009449	0.099024885	0.394948341	0.03883709	0.17484608	0.187885882	0	0.104457722	0.281876089	0	0	0	0.000164817	0.001149671	0.000175152	0.000188711	0.000344873	0	0.000119191	0.002142414	0.011112148	0.009771906	0.001340242	1.08E-19	0.001340242	0
IRPA-009450	0.08880895	0.353210044	0.092492473	0.156235579	0.147737549	0	0.161515406	0.21763662	0	0	0	0.000124236	0.000864173	0.000350597	0.000141728	0.000227924	0	0.0001549	0.001863558	0.023083755	0.021209008	0.001874747	0	0.001874747	0
IRPA-009451	0.111695843	0.317805177	0.098439607	0.144954365	0.172784146	0	0.154320862	0.707946254	0	0	0	0.000119453	0.000594427	0.000285261	0.000100526	0.000203785	0	0.000113144	0.001416596	0.001354802	0.000255002	0.0010998	0	0.0010998	0
IRPA-009452	0.119071884	0.393604294	0.032951725	0.166040879	0.164123689	0	0.12420753	0.674310546	0	0	0	7.67E-05	0.000443427	5.75E-05	6.94E-05	0.000116591	0	5.49E-05	0.000818439	0.00170477	0.000788213	0.000916558	2.71051E-20	0.000916558	0
IRPA-009453	0.140935282	0.428780756	0	0.177721065	0.11313082	0.016563928	0.122868149	0.128868299	0	0	0	0.000453961	0.002415518	0	0.000371212	0.000401872	6.03E-05	0.000271321	0.003974199	0.164759668	0.15773697	0.007022698	1.08E-19	0.007022698	0
IRPA-009454	0.162578465	0.386948613	0.012053824	0.174188499	0.129014973	0	0.135215627	0.269626942	0	0	0	0.000420294	0.001749527	8.44E-05	0.000292008	0.000367823	0	0.000239642	0.003153731	0.012569718	0.011058492	0.001511226	0.00E+00	0.001511226	0
IRPA-009455	0.167428658	0.343262167	0.034816973	0.209843692	0.118815941	0	0.125832569	0.287849447	0	0	0	0.00060275	0.002161276	0.000339633	0.000489879	0.000471727	0	0.000310561	0.004375827	0.010744525	0.009175439	0.001569086	0	0.001569086	0
IRPA-009456	0.136148816	0.399148957	0.049923657	0.138933944	0.055478112	0	0.220366515	0.24112382	0	0	0	0.000204752	0.001049848	0.000203438	0.00013549	9.20E-05	0	0.000227199	0.001912741	0.023281799	0.02113349	0.002148309	0	0.002148309	0
IRPA-009457	0.197888371	0.366248326	0.01297339	0.147336858	0.108359492	0	0.167193563	0.703818478	0	0	0	0.000142492	0.000461235	2.53E-05	6.88E-05	8.60E-05	0	8.25E-05	0.00086642	0.002003122	0.000842822	0.0011603	0	0.0011603	0
IRPA-009458	0.170777188	0.408891406	0	0.157094285	0.103899932	0.021962758	0.13737443	0.542885167	0	0	0	0.000113333	0.000474583	0	6.76E-05	7.60E-05	1.65E-05	0.0000625	0.000810539	0.004071648	0.002825545	0.001246104	0	0.001246104	0
IRPA-009459	0.032634515	0.13847096	0.342158423	0.035002463	0.083047422	0	0.368686218	0.124269107	0	0	0	0.000431829	0.003204572	0.012267986	0.000300344	0.001211907	0	0.003344552	0.020761191	0.145717233	0.139002639	0.006714594	0	0.006714594	0
IRPA-009460	0.064587765	0.283159593	0.187569958	0.079235966	0.127242128	0	0.25820459	0.144912071	0	0	0	0.000463981	0.003557608	0.003651109	0.000369112	0.001008068	0	0.001271629	0.010321507	0.088589745	0.083906276	0.004683469	0.00E+00	0.004683469	0
IRPA-009461	0.051194046	0.165458712	0.279115411	0.052779414	0.180800668	0	0.270651749	0.13965905	0	0	0	0.000164606	0.000930448	0.002431762	0.000110046	0.000641113	0	0.0005966	0.004874575	0.081366229	0.077437113	0.003929116	1.0842E-19	0.003929116	0
IRPA-009462	0.019171411	0.084204014	0.404181103	0.022587244	0.05056207	0	0.419294158	0.143019545	0	0	0	0.000196704	0.001511017	0.011236918	0.000150282	0.000572128	0	0.002949341	0.01661639	0.020415154	0.018618036	0.001797118	0	0.001797118	0
IRPA-009463	0.066592958	0.23821373	0.234163012	0.076248007	0.072679883	0	0.312102411	0.232603078	0	0	0	0.000177137	0.001108213	0.001687755	0.000131521	0.000213208	0	0.000569145	0.003886978	0.018126895	0.016318468	0.001808427	5.42101E-20	0.001808427	0
IRPA-009464	0.086491632	0.282259447	0.174202668	0.096727028	0.10020906	0	0.260110164	0.270950325	0	0	0	0.000159555	0.000910668	0.000870765	0.000115709	0.000203869	0	0.000328957	0.002589523	0.016254323	0.014400851	0.001853471	0	0.001853471	0
IRPA-009465	0.264966204	0.373231182	0	0.065400814	0.020007026	0.276394774	0	0.194112058	0	0	0	0.00156995	0.003867676	0	0.000251283	0.000130733	0.001851322	0	0.007670965	0.01932345	0.017563264	0.001760186	0	0.001760186	0
IRPA-009466	0.432280124	0.185277342	0	0.103709254	0.043618348	0.235114932	0	0.295829668	0	0	0	0.0010477	0.000785364	0	0.000162995	0.000116587	0.000644182	0	0.002756828	0.005321093	0.004419142	0.000901951	0	0.000901951	0
IRPA-009467	0.246577245	0.33856259	0	0.244580497	0	0.126300069	0.0439796	0.186701189	0	0	0	0.002756828	0.006620218	0	0.001773224	0	0.001596309	0.000337096	0.013083675	0.018401595	0.016441622	0.001959974	2.17E-19	0.001959974	0
IRPA-009468	0.213949095	0.384803525	0	0.203742141	0	0.159784886	0.037720353	0	0	0	0	0.000731853	0.002302127	0	0.000451939	0	0.000617883	8.85E-05	0.00419226	0.004440391	0.003953264	0.000487127	Pathway I	Pathway I	Pathway I
IRPA-009469	0.155992175	0.117119656	0.254074714	0	0.164365653	0	0.308447803	0.256021224	0	0	0	0.000100067	0.0001314	0.000441633	0	0.000116281	0	0.000135649	0.000925031	0.023463672	0.021216826	0.002246846	1.35525E-20	0.002246846	0
IRPA-009470	0.487474394	0.06193306	0	0	0.351777637	0.098814909	0	0.340808208	0	0	0	0.000136389	3.03E-05	0	0	0.000108544	3.13E-05	0	0.000306493	0.010801834	0.009335985	0.00146585	0	0.00146585	0
IRPA-009471	0.17181227	0.482116792	0	0.029259911	0.008952903	0.307858124	0	0.3472339	0	0	0	0.002133057	0.010468327	0	0.000235563	0.00012258	0.004320715	0	0.017280243	0.018239024	0.013659066	0.004579958	5.42E-20	0.004579958	0
IRPA-009472	0.152496608	0.47097857	0	0.105107395	0.024467073	0.246950355	0	0.14493681	0	0	0	0.000741633	0.00400596	0	0.000331472	0.000131226	0.001357673	0	0.006567964	0.018803251	0.017632877	0.001170374	0	0.001170374	0
IRPA-009473	0.181726948	0.412016088	0	0.218770892	0	0.160056617	0.027429455	0.188365877	0	0	0	0.003170369	0.012571335	0	0.002474944	0	0.00315661	0.000328061	0.021701318	0.006966862	0.005249409	0.001717453	0	0.001717453	0
IRPA-009474	0.175425853	0.408416006	0	0.248474423	0	0.126199413	0.041484305	0.446055666	0	0	0	0.000620473	0.002526438	0	0.000569897	0	0.000504595	0.000100591	0.004321994	0.002447873	0.001219022	0.001228851	0	0.001228851	0
IRPA-009475	0.366673686	0.271092619	0	0.086701083	0	0.231795446	0.043737165	0.120536679	0	0	0	0.00243528	0.003148934	0	0.000373404	0	0.001740327	0.000199144	0.007897089	0.019234317	0.018172946	0.001061371	0	0.001061371	0
IRPA-009476	0.192465304	0.431983134	0	0.126654685	0	0.186521615	0.062375262	0.272226173	0	0	0	0.000638949	0.002508172	0	0.000272659	0	0.000700003	0.000141962	0.004261746	0.008917846	0.007638438	0.001279407	0	0.001279407	0
IRPA-009477	0.382710018	0.187126012	0	0.29049191	0	0.056205251	0.083466809	0.421123724	0	0	0	0.000389295	0.000332904	0	0.000191614	0	6.46E-05	5.82E-05	0.001036651	0.005757069	0.004545302	0.001211767	0	0.001211767	0
IRPA-009478	0.549141048	0.046443229	0	0	0.213247168	0.191168555	0	0.737762049	0	0	0	0.000303054	4.48E-05	0	0	0.000129786	0.000119264	0	0.000596931	0.001179686	0.000359379	0.000820307	0	0.000820307	0
IRPA-009479	0.156349653	0.453339381	0	0.170932897	0	0.177462981	0.041915087	0.198927092	0	0	0	0.000749068	0.00379861	0	0.00053105	0	0.000961145	0.000137671	0.006177545	0.017657481	0.016072531	0.00158495	0	0.00158495	0
IRPA-009480	0.180000965	0.401618776	0	0.255140777	0	0.117233394	0.046006088	0.1652626	0	0	0	0.000710005	0.002770622	0	0.000652607	0	0.000522751	0.000124408	0.004780392	0.017481662	0.016276307	0.001205355	0	0.001205355	0
IRPA-009481	0.204096339	0.398356343	0	0.192641953	0	0.179274007	0.025631358	0.177330956	0	0	0	0.001440689	0.004917943	0	0.000881802	0	0.00143057	0.000124038	0.008795042	0.013951686	0.012631974	0.001319712	1.0842E-19	0.001319712	0
IRPA-009482	0.191034528	0.411487105	0	0.192435099	0	0.183896004	0.021147263	0.256117279	0	0	0	0.001222288	0.004604627	0	0.000798419	0	0.001330119	9.28E-05	0.008048214	0.005828472	0.004610899	0.001217573	0	0.001217573	0
IRPA-009483	0.26275763	0.369828571	0	0.071925553	0.030315845	0.265172401	0	0.907025408	0	0	0	0.000805736	0.00198342	0	0.000143023	0.000102522	0.000919226	0	0.003953927	0.014818853	0.001064702	0.013754151	0	0.013754151	0
IRPA-009484	0.290801035	0.286033729	0	0.236727364	0.032768345	0.153669527	0	0.70105117	0	0	0	0.000771276	0.001326807	0	0.000407144	9.58E-05	0.000460743	0	0.003061816	0.003705107	0.000992232	0.002712875	1.08E-19	0.002712875	0
IRPA-009485	0.268703029	0.27135769	0	0.379817845	0	0.04918766	0.030933777	0.188854337	0	0	0	0.00118168	0.002087114	0	0.001083149	0	0.000244535	9.33E-05	0.00468974	0.019516109	0.017971775	0.001544333	2.17E-19	0.001544333	0
IRPA-009486	0.210773364	0.294140838	0.010711856	0.442409969	0	0	0.041963973	0.157580877	0	0	0	0.000403608	0.000985089	5.56E-05	0.000549356	0	0	5.51E-05	0.002048722	0.015227472	0.014331708	0.000895764	1.08E-19	0.000895764	0
IRPA-009487	0.281860119	0.31645353	0	0.205059052	0	0.119072962	0.077554337	0.246956696	0	0	0	0.001124398	0.002207868	0	0.000530458	0	0.000536978	0.000212099	0.0046118	0.013139403	0.011579109	0.001560295	1.08E-19	0.001560295	0
IRPA-009488	0.241070096	0.376472443	0	0.147372385	0	0.192376883	0.042708194	0.119331657	0	0	0	0.002986773	0.008157718	0	0.001184023	0	0.002694439	0.000362757	0.015385711	0.005929176	0.005138218	0.000790958	0	0.000790958	0
IRPA-009489	0.385909092	0.221243481	0.044635571	0	0	0	0.348211857	0.399336289	0	0	0	0.00011554	0.000115849	3.62E-05	0	0	0	7.15E-05	0.000339072	0.007821509	0.006475761	0.001345748	0	0.001345748	0
IRPA-009490	0.529408643	0.03329431	0	0	0.31189114	0.125405906	0	0.809940478	0	0	0	0.000202749	2.23E-05	0	0	0.000131729	5.43E-05	0	0.000411072	0.00195749	0.00063801	0.00131948	2.71E-20	0.00131948	0
IRPA-009491	0.205539038	0.048583462	0.257560504	0	0.207390481	0	0.280926514	0.249788256	0	0	0	0.000122949	5.08E-05	0.000417467	0	0.000136814	0	0.000115205	0.000843262	0.035168434	0.031950171	0.003218263	0	0.003218263	0
IRPA-009492	0.280241563	0.01698175	0.217237241	0	0.239381099	0	0.246158348	0.624472393	0	0	0	0.000124671	1.32E-05	0.000261866	0	0.000117444	0	7.51E-05	0.000592268	0.00622848	0.003976083	0.002252397	1.35525E-20	0.002252397	0
IRPA-009493	0.076117958	0.416773297	0.017746267	0.450341164	0	0	0.039021313	0.253361851	0	0	0	0.000418503	0.004007631	0.000264381	0.001605603	0	0	0.000147082	0.006443198	0.010488165	0.009029001	0.001459164	2.17E-19	0.001459164	0
IRPA-009494	0.093855931	0.325599265	0.065994163	0.477657761	0	0	0.036892881	0.339984217	0	0	0	0.000189387	0.001149075	0.000360832	0.000625015	0	0	5.10E-05	0.002375345	0.008371827	0.006988151	0.001383676	0	0.001383676	0
IRPA-009495	0.199235424	0.419741457	0	0.143069357	0	0.178839695	0.059114067	0.337313965	0	0	0	0.001203416	0.004434125	0	0.000560378	0	0.001221153	0.000244786	0.007663858	0.005676876	0.004001595	0.001675281	0	0.001675281	0
IRPA-009496	0.2120934	0.4066666	0	0.143720001	0	0.180582017	0.056937983	0.295940179	0	0	0	0.001031575	0.003459305	0	0.00045329	0	0.000992899	0.000189855	0.006126924	0.008018846	0.006499574	0.001519272	0	0.001519272	0
IRPA-009497	0.27158321	0.119307305	0.132413973	0.297672562	0	0	0.17902295	0.777985539	0	0	0	0.00015557	0.000119527	0.000205527	0.000110572	0	0	7.03E-05	0.0006615	0.002879063	0.001050949	0.001828114	1.36E-20	0.001828114	0
IRPA-009498	0.328755032	0.19585285	0	0.426176356	0	0.049215762	0	0.771279927	0	0	0	0.000284008	0.000295913	0	0.000238744	0	4.81E-05	0	0.000866729	0.002060854	0.000600703	0.001460151	0	0.001460151	0
IRPA-009499	0.270002043	0.180871882	0.076403049	0.34176603	0	0	0.130956996	0.56456297	0	0	0	0.000418709	0.000490561	0.000321046	0.000343684	0	0	0.000139226	0.001713226	0.005200333	0.003267227	0.001933105	5.42101E-20	0.001933105	0
IRPA-009500	0.308056423	0.028307763	0.162752488	0.339897491	0	0	0.160985835	0.646160316	0	0	0	0.000191069	3.07E-05	0.000273526	0.000136708	0	0	6.85E-05	0.000700463	0.00326416	0.001847329	0.001416831	0.00E+00	0.001416831	0
IRPA-009501	0.298151071	0.19194245	0.028969301	0.413842233	0	0	0.067094945	0.178203616	0	0	0	0.00193994	0.002184236	0.000510742	0.001746111	0	0	0.000299287	0.006680315	0.075209351	0.070285542	0.004923809	2.17E-19	0.004923809	0
IRPA-009502	0.179032394	0.173150851	0.126619352	0.436972858	0	0	0.084224545	0.288376003	0	0	0	0.00025006	0.000422974	0.000479208	0.000395778	0	0	8.06E-05	0.001628669	0.018012878	0.01592001	0.002092868	5.42E-20	0.002092868	0
IRPA-009503	0.148518602	0.144727919	0.164339666	0.462901771	0	0	0.079512041	0.324608538	0	0	0	0.000465789	0.000793848	0.001396567	0.000941417	0	0	0.000170957	0.003768578	0.0137129	0.011548982	0.002163918	1.08E-19	0.002163918	0
IRPA-009504	0.272602351	0.100782314	0.11424633	0.422860685	0	0	0.08950832	0.303812571	0	0	0	0.00035125	0.000227116	0.000398878	0.00035332	0	0	7.91E-05	0.00140963	0.012798808	0.011172243	0.001626564	0	0.001626564	0
IRPA-009505	0.321388831	0.110695239	0.070590557	0.339384832	0.082000731	0	0.07593981	0.777006517	0	0	0	0.001821492	0.001097241	0.001084063	0.001247309	0.000512534	0	0.000295061	0.0060577	0.013967879	0.003736319	0.01023156	2.1684E-19	0.01023156	0
IRPA-009506	0.321383188	0.136846148	0.070816104	0.342047577	0	0	0.128906984	0.570006168	0	0	0	0.000277719	0.00020682	0.000165816	0.00019167	0	0	7.64E-05	0.000918391	0.003096764	0.001948128	0.001148635	2.71E-20	0.001148635	0
IRPA-009507	0.146280641	0.424630067	0	0.121466431	0.165801444	0.141821417	0	0.500037113	0	0	0	0.00052	0.00264	0	0.00028	0.00065	0.000569921	0	0.004659921	0.005660079	0.003486315	0.002173764	1.08E-19	0.002173764	0
IRPA-009508	0.062122155	0.54910623	0	0.067450357	0.098864488	0.1716014	0.050855369	0.290278821	0	0	0	0.00098	0.01515	0	0.00069	0.00172	0.003060251	0.00055	0.022150251	0.004499749	0.002026597	0.002473151	0.00E+00	0.002473151	0
IRPA-009509	0.020604229	0.616073471	0	0.033642997	0.056323904	0.19070542	0.082649979	0.249390271	0	0	0	0.00068	0.03556	0	0.00072	0.00205	0.007114958	0.00187	0.047994958	0.004475042	0.000481848	0.003993194	0	0.003993194	0
IRPA-009510	0.031855042	0.609335688	0	0.035726478	0.040701333	0.225355454	0.057026005	0.32038469	0	0	0	0.00022	0.00736	0	0.00016	0.00031	0.001759419	0.00027	0.010079419	0.003810581	0.002310038	0.001500543	0	0.001500543	0
IRPA-009511	0.017727164	0.635183431	0	0.027337197	0.013931016	0.290306462	0.015514729	0.466236849	0	0	0	0.0003	0.0188	0	0.0003	0.00026	0.005553866	0.00018	0.025393866	0.006346134	0.000708601	0.005637533	0	0.005637533	0
IRPA-009512	0.141347104	0.525319563	0	0	0	0.333333333	0	0.733407113	0	0	0	0.0002	0.0013	0	0	0	0.000533186	0	0.002033186	0.001466814	0	0.001466814	0	0.001466814	0
IRPA-009513	0.149819218	0.37559719	0	0.270136015	0.153614761	0.015530991	0.035301825	0.418665033	0	0	0	0.0013	0.0057	0	0.00152	0.00147	0.000152346	0.00021	0.010352346	0.004947654	0.002550962	0.002396692	0	0.002396692	0
IRPA-009514	0.089540636	0.49977905	0	0.161094863	0.070946078	0.154072398	0.024566974	0.314432047	0	0	0	0.0042	0.041	0	0.0049	0.00367	0.008169786	0.00079	0.062729786	0.019230214	0.010629008	0.008601206	0.00E+00	0.008601206	0
IRPA-009515	0.079338746	0.306205091	0.096277429	0.253391795	0.204866978	0	0.059919961	0	0	0	0	0.000393138	0.002653681	0.001292693	0.000814212	0.001119541	0	0.000203553	0.006476818	0.061323182	0.06084798	0.000475202	Pathway I	Pathway I	Pathway I
IRPA-009516	0.066969923	0.325478295	0.087982232	0.258187099	0.21253932	0	0.048843131	0.088224418	0	0	0	0.0002	0.0017	0.000711962	0.0005	0.0007	0	0.0001	0.003911962	0.023688038	0.022941705	0.000746334	0	0.000746334	0
IRPA-009517	0.107031323	0.336586651	0.089628742	0.165053835	0.145577278	0	0.156122172	0.021057514	0	0	0	0.0002	0.0011	0.000453814	0.0002	0.0003	0	0.0002	0.002453814	0.113746186	0.113016377	0.000729809	0	0.000729809	0
IRPA-009518	0.121445276	0.277756303	0.126248017	0.187281705	0.110121487	0	0.177147211	0.134023124	0	0	0	0.0001	0.0004	0.00028168	0.0001	0.0001	0	0.0001	0.00108168	0.03711832	0.03545599	0.001662331	0	0.001662331	0
IRPA-009519	0.088457329	0.455197256	0	0.18188098	0.187155265	0.044299486	0.043009685	0.067419373	0	0	0	0.0003	0.0027	0	0.0004	0.0007	0.000169841	0.0001	0.004369841	0.098930159	0.096794831	0.002135328	2.17E-19	0.002135328	0
IRPA-009520	0.092730866	0.397657232	0.040223606	0.178751238	0.189190043	0	0.101447015	0.041992236	0	0	0	0.0004	0.003	0.000470141	0.0005	0.0009	0	0.0003	0.005570141	0.061829859	0.060981961	0.000847898	2.17E-19	0.000847898	0
IRPA-009521	0.076205166	0.290480148	0.152539148	0.242297271	0.047490198	0	0.19098807	0	0	0	0	0.000295503	0.00197002	0.001602766	0.000609272	0.000203091	0	0.000507727	0.005188378	0.164911622	0.163847449	0.001064172	Pathway I	Pathway I	Pathway I
IRPA-009522	0.08201194	0.234460883	0.162227262	0.252942502	0.148729982	0	0.119627431	0.481529173	0	0	0	0.0001	0.0005	0.000535992	0.0002	0.0002	0	0.0001	0.001635992	0.007564008	0.005617797	0.001946212	0	0.001946212	0
IRPA-009523	0.210744987	0.240996398	0.03217241	0.324991483	0.191094722	0	0	0.533321266	0	0	0	0.0001	0.0002	4.14E-05	0.0001	0.0001	0	0	0.000541365	0.000458635	0.000224817	0.000233817	0	0.000233817	0
IRPA-009524	0	0.666666667	0	0	0	0.333333333	0	0.601056751	0	0	0	0	0.0001	0	0	0	3.23E-05	0	0.000132318	0.005367682	0.003684723	0.001682959	0	0.001682959	0
IRPA-009525	0.09567586	0.382933814	0.060779693	0.147542487	0.17350972	0	0.139558426	0.049445355	0	0	0	0.0001	0.0007	0.000172134	0.0001	0.0002	0	0.0001	0.001372134	0.103227866	0.101652805	0.00157506	0	0.00157506	0
IRPA-009526	0.063725883	0.182183556	0.215870865	0.196544361	0.202243862	0	0.139431473	0.0761296	0	0	0	0.0002	0.001	0.001835775	0.0004	0.0007	0	0.0003	0.004435775	0.098464225	0.096035529	0.002428695	0	0.002428695	0
IRPA-009527	0	0.144416728	0.237055515	0.38950131	0.229026447	0	0	0.062300223	0	0	0	0	0.0001	0.000254312	0.0001	0.0001	0	0	0.000554312	0.045445688	0.044564861	0.000880827	0	0.000880827	0
IRPA-009528	0.048877248	0.055893338	0.282256417	0.218283672	0.338378903	0	0.056310422	0	0	0	0	0.000389917	0.000779833	0.006101269	0.001129202	0.002976986	0	0.000307964	0.01168517	0.11531483	0.1140283	0.00128653	Pathway I	Pathway I	Pathway I
IRPA-009529	0.15031979	0.363629243	0.007567204	0.249640803	0.178243282	0	0.050599678	0.054348653	0	0	0	0.0013	0.0055	0.000177327	0.0014	0.0017	0	0.0003	0.010377327	0.129022673	0.126729905	0.002292768	0	0.002292768	0
IRPA-009530	0.081714247	0.256970801	0.127408834	0.252024352	0.222285166	0	0.059596599	0.124347791	0	0	0	0.0002	0.0011	0.000844974	0.0004	0.0006	0	0.0001	0.003244974	0.027955026	0.026721363	0.001233663	2.17E-19	0.001233663	0
IRPA-009531	0.137516812	0.035711375	0.329297587	0.119795191	0.043329898	0	0.334349136	0.34709442	0.066152488	0	0	0.001039044	0.000471912	0.006741833	0.000586952	0.000361056	0	0.001731907	0.010932704	0.002344388	0	0.002344388	1.0842E-19	0.002101494	0
IRPA-009532	0.214877995	0.054320221	0.234004671	0.190383765	0.066002901	0	0.240410447	0.296820709	0.286382507	0	0	0.000891402	0.000394112	0.002630374	0.00051215	0.000301963	0	0.000683725	0.005413725	0.001951322	0	0.001951322	2.1684E-19	0.001231028	0
IRPA-009533	0.114637707	0.203753122	0.225594498	0.108185202	0.03426432	0	0.313565151	0.396995251	0	0	0	0.000648325	0.00201533	0.003457045	0.000396751	0.000213706	0	0.001215736	0.007946893	0.002733513	0.000933066	0.001800447	0.00E+00	0.001800447	0
IRPA-009534	0.136399677	0.222041151	0.190384373	0.121143492	0.041996532	0	0.288034775	0.346506202	0.202327332	0	0	0.000505092	0.001438028	0.001910293	0.000290899	0.000171506	0	0.000731221	0.005047039	0.001609083	0	0.001609083	5.42101E-20	0.001188299	0
IRPA-009535	0.079027556	0.279202733	0.119859919	0.305362227	0.140507231	0	0.076040334	0.041396958	0	0	0	0.000201967	0.001247953	0.000830018	0.000506061	0.000396013	0	0.000133227	0.003315238	0.114833459	0.11335509	0.00147837	0	0.00147837	0
