sample.id	inst.country.code	legacy.sample.code	month	year	sample.country.code	sample.postcode	sample.city	sample.site	gps	material	height	depth	m_s	V_w	c_Cl	c_NO3	c_SO4	c_Na	c_K	c_Ca	c_Mg
IRPA-001439	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	N/A	0.406	100	0.3	1.2	165.1	0.8	0.9	62.9	2.7
IRPA-001440	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.5	100	0	0	274	0.3	1.3	116.5	0.2
IRPA-001441	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	1to3	0.824	100	0	0	106	0.2	0	47.6	0.1
IRPA-001442	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	3to5	0.526	100	0	0	146	0.3	1.5	61.8	0.1
IRPA-001443	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.634	100	6.9	12	290.5	2.5	2.3	124	0.7
IRPA-001444	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	1to3	0.499	100	3.9	6.7	106.8	1.6	1.9	47.8	0.4
IRPA-001445	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	3to5	0.555	100	4.9	8.4	75	2	3.7	34.7	0.5
IRPA-001446	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.558	100	3.6	6.8	75.8	1.9	3	32.7	0.3
IRPA-001447	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	1to3	0.529	100	3.3	6.1	24.7	1.8	2.4	12.6	0.3
IRPA-001448	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	3to5	0.82	100	5.4	9.8	24.3	2.8	3.7	17.1	0.3
IRPA-001449	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	0to1	0.539	100	3.3	1.6	134.7	1	2.4	58.1	0.4
IRPA-001450	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	1to3	0.494	100	3.2	1.4	113.8	1	2.6	49.4	0.4
IRPA-001451	BE	N/A	2	2009	BE	N/A	Rotselaar	Wuustwezel	N/A	N/A	N/A	3to5	0.62	100	4	1.7	124.1	1.1	2.9	52.3	0.5
IRPA-001452	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.853	100	1.4	0	171	0.9	6.2	68.4	2.3
IRPA-001453	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.578	100	1.7	0	43.9	0.7	1.9	17	1.9
IRPA-001454	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.563	100	2.1	0	62.8	0.7	7.2	20.1	1.8
IRPA-001455	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.442	100	2.6	0	270.7	0.6	1.4	110.1	2.6
IRPA-001456	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.505	100	2	0	163	0.7	1.2	67.1	2.1
IRPA-001457	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.569	100	2.5	0	71.6	0.4	0	32	1
IRPA-001458	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.418	100	2.7	0	294.5	0.4	0	123.8	1.5
IRPA-001459	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.501	100	2.2	0	99.8	0.4	0	44.5	0.9
IRPA-001460	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.5112	100	1.6	0	90.2	0.7	0.9	38	0.5
IRPA-001461	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	1.037	100	1.3	0	277.4	0.6	0.7	113.7	3.3
IRPA-001462	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.706	100	1.3	0	315.7	0.5	0	130.6	2.5
IRPA-001463	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.252	100	1.6	0	81	0.4	2.4	31.5	1.5
IRPA-001464	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.631	100	2.3	0	153	0.9	4.4	59.1	3
IRPA-001465	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.487	100	2.1	0.5	24.4	0.8	1.3	8.4	1.2
IRPA-001466	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.472	100	6.5	0	17.4	0.7	1.6	10.5	0.8
IRPA-001467	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.97	100	2.8	2.6	593	1.5	3.2	236	10.4
IRPA-001468	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.595	100	3.4	0	89.7	0.7	2.5	33.6	3.1
IRPA-001469	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.306	100	3.2	0	23.5	0.5	0.7	11.3	1.2
IRPA-001470	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.793	100	2.5	1	485.6	0.9	4.3	197	7.1
IRPA-001471	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.89	100	2	0	198	0.7	2.3	80.2	0.9
IRPA-001472	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.613	100	1.5	0	89.4	1.4	2.9	36.7	0
IRPA-001473	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	1	100	1.6	0	265	0.9	4	108.2	1.8
IRPA-001474	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.187	100	1.2	0	8.9	0.5	0	5.1	0.6
IRPA-001475	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.387	100	1.4	0	130.4	0.5	0	54.5	0.7
IRPA-001476	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.615	100	2.5	2.4	497.1	1.3	2.9	186	14.8
IRPA-001477	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.503	100	2.5	0	110.3	0.3	0	45.6	1.2
IRPA-001478	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.603	100	2.3	0	97.5	1	0	40	1.7
IRPA-001479	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.814	100	1.9	0	214	0.5	0	92	0.8
IRPA-001480	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.546	100	2.6	0	252	0.6	0	105	1.4
IRPA-001481	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.346	100	2.3	0	82.1	0.4	0	33.4	1.3
IRPA-001482	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	1.003	100	8.1	20.6	79.8	3.2	2.3	30.6	7.2
IRPA-001483	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.924	100	4.2	6	138.1	1.6	1.3	55.9	2.5
IRPA-001484	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.88	100	2.3	3.6	40.7	1.1	0	19.3	1.5
IRPA-001485	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.747	100	2.4	2.8	76.3	5.3	23.8	21	1.1
IRPA-001486	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.756	100	1.8	1.5	48.4	6.5	13.1	11.9	0
IRPA-001487	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.724	100	2.1	0	30	3.3	7.5	9.7	0
IRPA-001488	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.836	100	6.5	7.1	275.8	25.7	60.4	72.1	0.2
IRPA-001489	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.377	100	3.6	1.8	62.5	3.3	6.1	23.6	0
IRPA-001490	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.173	100	2.1	0	29.5	1	3.2	11	0
IRPA-001491	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.609	100	5.2	4.6	77.5	10.9	8.2	22.9	2.5
IRPA-001492	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.764	100	3.7	2.5	64.1	8.6	6.1	18.8	2
IRPA-001493	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.33	100	2	0	4.8	1.5	0	3.9	0
IRPA-001494	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.91	100	3.7	4.2	63.7	7	7.1	21.5	1.4
IRPA-001495	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.62	100	2.3	2.1	25.4	3.8	3.7	8.8	0.7
IRPA-001496	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.39	100	1.7	0	8.2	1.9	2	5.8	0.3
IRPA-001497	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.87	100	2.4	6	461	4.4	9	179.1	6.3
IRPA-001498	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.853	100	2.1	1.8	181.2	1.8	2.1	75.5	2.5
IRPA-001499	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.717	100	1.7	0	19.4	0.8	0	10.9	0
IRPA-001500	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.842	100	3.6	6.1	118.3	4.1	7.5	46.1	3.2
IRPA-001501	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.632	100	2.3	0.4	9.4	1.3	0	7.1	0
IRPA-001502	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.657	100	2.2	0.3	4.6	1.3	0	4.2	0.4
IRPA-001503	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.118	100	0.3	2.4	237.5	1.1	2.5	22.1	47.2
IRPA-001504	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.019	40	0.5	4.1	204	0.9	0	8.1	47.7
IRPA-001505	BE	N/A	6	2009	BE	N/A	Brussel	St Antoine de Padoue	N/A	N/A	N/A	N/A	0.015	40	0.4	1.4	246.9	110.2	11.2	11	1.2
IRPA-001506	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	40	0to2	0.436	100	3.5	15	7	4	5	4.5	0.7
IRPA-001507	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	40	2to5	0.599	100	4	13.5	6.5	4.2	3.35	5.5	0.5
IRPA-001508	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	0to2	0.697	100	5.5	26	16.75	5.5	7	13.1	0.5
IRPA-001509	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	2to5	0.887	100	7.5	30	10.9	7.5	7	8.5	0.8
IRPA-001510	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	70	0to2	0.793	100	6	22.5	350	2.2	3.35	158	1
IRPA-001511	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	70	2to5	0.927	100	7	23.5	63.8	4.5	4.15	32.75	1.35
IRPA-001512	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	40	0to2	0.582	100	4.65	18.1	31.15	4.5	2.75	15.9	1.1
IRPA-001513	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	40	2to5	0.548	100	4	14	17	3.85	2.25	8.6	1.1
IRPA-001514	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	120	0to2	0.542	100	3.5	13	21.5	1.85	1.5	15.1	0.8
IRPA-001515	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	120	2to5	0.611	100	3.5	15	9	1.75	1.6	9.5	1.1
IRPA-001516	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	P	78	0to3	0.71	100	30	85.5	8	21	13.5	17.8	4.05
IRPA-001517	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	20	0to2	0.603	100	6.4	24.5	45.5	6.45	6.45	9	9
IRPA-001518	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	20	2to5	0.894	100	8.5	26.5	14.5	7.6	8.55	3.6	5.75
IRPA-001519	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	50	0to2	0.838	100	20.8	106.3	43.5	16.9	22.7	9.85	19.8
IRPA-001520	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	50	2to5	0.478	100	12.75	55.9	24.1	10.05	9.25	5.5	11.7
IRPA-001521	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	35	0to2	0.743	100	4.75	19.5	5.95	2.7	2.15	10.3	0.9
IRPA-001522	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	35	2to5	0.827	100	2.85	17.7	1.5	2.55	1.9	8.3	1.05
IRPA-001523	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	75	0to2	0.825	100	6.5	51.5	15	4.65	4	18.8	2.15
IRPA-001524	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	75	2to5	0.693	100	5.45	41.5	1.75	4	3.3	10.65	1.95
IRPA-001525	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	125	0to2	0.89	100	7.25	57.9	42.35	5.8	4.75	33.6	1.25
IRPA-001526	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	125	2to5	0.73	100	6.1	44	4.9	4.8	3.5	12.9	1
IRPA-001527	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	35	0to2	0.923	100	3.55	27	32	4.75	4.75	19.5	0.4
IRPA-001528	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	35	2to5	0.865	100	2.05	17	21.5	2.7	5.5	7.85	3.3
IRPA-001529	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	0to2	0.736	100	0.55	1.6	49.1	2.1	0	20.9	0
IRPA-001530	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	2to5	0.651	100	0.45	0	20	0.5	0	10.5	0
IRPA-001531	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	50	0to2	0.813	100	5.4	38.5	12.5	54	15.5	5.1	0
IRPA-001532	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	50	2to5	0.362	100	2.6	11.5	3	11.7	4.1	6.5	0
IRPA-001533	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	0to2	0.857	100	4.95	49	8.75	68	25	4.2	0
IRPA-001534	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	2to5	0.722	100	3.95	27.5	4.45	37.2	11.8	4.3	0
IRPA-001535	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	0	0.014	20	2.3	1.55	113.05	1.55	0	48	0
IRPA-001536	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	78	0	0.105	50	1	261	480	1.8	171.5	11.5	113
IRPA-001537	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	50	0	0.126	50	17.5	53	850	20	9.5	360.4	0
IRPA-001538	BE	N/A	11	2009	BE	N/A	Tongeren 	Basiliek	N/A	N/A	80	0	0.116	50	318	760	10.5	392.5	152	9.4	1
IRPA-001539	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.614	100	0.1	0.1	4.7	0.5	0	8.6	0.4
IRPA-001540	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.763	100	0.1	0	11.5	0.6	0	9.1	0
IRPA-001541	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.616	100	0.1	0	9.6	0.4	0	8.2	0.4
IRPA-001542	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	M	N/A	0to2	0.268	100	0.8	0.1	22.8	0.4	0.6	10.1	0.6
IRPA-001543	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	M	N/A	1to3	0.7	100	0.9	0.3	30.9	1	1.8	14.1	0.8
IRPA-001544	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	M	N/A	0to1	0.742	100	0.8	1	36.2	1.1	2.3	27.4	0.4
IRPA-001545	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.713	100	0.2	0	10.3	0.6	0	8.5	0.9
IRPA-001546	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.737	100	0.1	0.1	11.5	0.5	0	9.4	0.5
IRPA-001547	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.803	100	0.1	0	12.6	0.8	0	10	0.3
IRPA-001548	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.597	100	0.5	0.4	23.8	5.6	0	6.7	0
IRPA-001549	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.321	100	0.1	0.1	4.9	1.3	0	2.9	0
IRPA-001550	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.546	100	0.1	0.1	1.2	0	0	2.5	0.3
IRPA-001551	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.664	100	1	0.7	16.7	6.4	0.6	13.4	0.3
IRPA-001552	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.676	100	0.4	0	25	4.3	2.1	14.6	0.4
IRPA-001553	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.554	100	0.6	0.4	17.1	3.7	1.9	12.5	0.5
IRPA-001554	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.545	100	0.1	0.1	1.5	0.4	0	4.2	0.3
IRPA-001555	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.903	100	0.1	0.1	1.3	0.6	0	6	0.2
IRPA-001556	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.634	100	0.2	0.1	1	0.5	0	4.1	0
IRPA-001557	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	M	N/A	0to1	0.915	100	1.6	0	2.4	0.4	0	9.2	0
IRPA-001558	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.836	100	0.1	0	4.9	0.7	0	4.6	0
IRPA-001559	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.756	100	0.6	0	3.7	0.8	0	7.5	0
IRPA-001560	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.724	100	3.3	0	7.7	1.8	1.4	9	0.2
IRPA-001561	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.758	100	0.4	0	6.4	0.3	0	11	0
IRPA-001562	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.615	100	0.4	0	2	0.6	1.4	8.9	0.1
IRPA-001563	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.293	50	1	0	3	0.8	1.4	7.6	0
IRPA-001564	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	0to1	0.269	50	0.1	0	7.4	0.6	0	4.7	0
IRPA-001565	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	1to3	0.182	50	0.2	0.1	3.2	0.8	0	3.5	0.3
IRPA-001566	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	B	N/A	3to5	0.381	100	0.1	0	1.2	0.7	0	3.1	0
IRPA-001567	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	M	N/A	0to1	0.823	100	1.3	0.7	58.8	3.1	1.8	28.5	0
IRPA-001568	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	EB	N/A	0	0.098	50	20.2	1	66.8	0.8	0	43.3	0
IRPA-001569	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	EB	N/A	0	0.591	100	2.1	0	134.3	1.3	0	64.7	0
IRPA-001570	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	EB	N/A	0	0.134	75	1	0	283.5	100	17.4	31.6	0
IRPA-001571	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	EB	N/A	0	0.09	75	1	1.3	426.2	212.8	20.1	16.1	0
IRPA-001572	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	N/A	N/A	0	0.301	100	0.3	0	43.6	0.7	0	18.9	0
IRPA-001573	BE	N/A	2	2009	BE	N/A	Vandersanden	N/A	N/A	N/A	N/A	0	0.49	100	0.7	0	21.7	2	0	12.1	0
IRPA-001574	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	P	N/A	0to3	0.816	100	14.5	81.1	1508	28.3	22.9	634	0
IRPA-001575	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	2to5	0.357	100	6.7	24.4	484	11.8	6.2	201.5	0
IRPA-001576	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.679	100	14.6	42.9	433	21.6	10.6	181	0
IRPA-001577	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	2to5	0.342	100	10.9	35.6	266.6	18.2	11.6	109.7	0
IRPA-001578	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.366	100	13.9	38.1	168	21.1	12.8	68	0.7
IRPA-001579	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	P	N/A	0to2	0.42	100	5.4	43.1	1445	11.6	11.1	602	0
IRPA-001580	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	1to3	0.411	100	14.8	70.8	311.1	28.4	24.2	128	1.4
IRPA-001581	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	2to5	0.373	100	15	65.7	227.7	27.8	25	89	1.1
IRPA-001582	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	5to7	0.586	100	23.1	83.7	174.9	38.7	37.2	62.1	1.4
IRPA-001583	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	2to5	0.505	100	8.1	29.5	289.7	13.1	10.6	117.4	1
IRPA-001584	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	2to5	0.38	100	7.7	35.2	199.2	13.9	11.1	82.5	0.8
IRPA-001585	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.528	100	3.2	12	86.4	5.4	4.5	36.2	0
IRPA-001586	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	P	N/A	0to2	0.401	100	7.9	54.7	1463	9.9	14.4	623	0
IRPA-001587	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	1to3	0.539	100	7.7	41.8	123	9.3	10.6	55.8	0.9
IRPA-001588	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	2to5	0.415	100	15.6	75.4	99.9	18.8	17.9	51.4	0.9
IRPA-001589	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	5to7	0.538	100	24.8	103.6	212.1	28.5	24.8	98.8	1.4
IRPA-001590	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	1to3	0.305	100	8.1	44.2	190.3	10	10.4	83.7	0.8
IRPA-001591	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.593	100	17.7	81.6	69.2	20.6	18.9	40.2	1.3
IRPA-001592	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	P	N/A	0to1	0.131	100	6.3	11.9	421	3.9	2.8	179.9	0
IRPA-001593	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	0to2	0.608	100	24.5	43.8	89.3	15.3	15.4	47	0.7
IRPA-001594	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	1to3	0.376	100	24.6	40	26.6	14.7	13.1	19.9	0
IRPA-001595	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.439	100	27.9	45.6	34.4	16.7	15.9	22.9	0.7
IRPA-001596	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	0to1	0.299	100	17.6	16.5	5	12.2	2.5	7.1	0
IRPA-001597	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	1to3	0.32	100	25	17.9	15	16.4	3.5	10.1	0
IRPA-001598	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	M	N/A	3to5	0.266	100	20.3	14	7.5	13.5	2	9	0
IRPA-001599	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	0to1	0.445	100	95	58.3	49.7	58.5	10.6	39	1.5
IRPA-001600	BE	N/A	9	2009	BE	N/A	Veurne	Stadhuis	N/A	B	N/A	1to3	0.573	100	113.2	75	20.6	70.1	15.2	29.8	1.7
